0.0	金剛般若波羅蜜經
0.1	陳天竺三藏真諦譯
1.1	如是我聞：一時
1.2	佛婆伽婆，住舍衛國祇陀樹林給孤獨園，與大比丘眾千二百五十人俱。
1.3	爾時世尊，於日前分，著衣持鉢，入舍衛大國而行乞食。
1.4	於其國中次第行乞，還至本處。飯食事訖，於中後時，收衣鉢，洗足已。如常敷座，加趺安坐，端身而住，正念現前。
1.5	時諸比丘俱往佛所，至佛所已，頂禮佛足，右遶三匝，却坐一面。
2.1	爾時淨命須菩提，於大眾中共坐聚集。
2.2	時淨命須菩提，即從座起，偏袒右肩，頂禮佛足，右膝著地，向佛合掌而白佛言：
2.3	「希有，世尊！如來、應供、正遍覺知，善護念諸菩薩摩訶薩，由無上利益故；善付囑諸菩薩摩訶薩，由無上教故。
2.4	世尊！若善男子、善女人，發阿耨多羅三藐三菩提心，行菩薩乘，云何應住？云何修行？云何發起菩薩心？」
2.5	淨命須菩提作是問已。爾時世尊告須菩提：「須菩提！善哉，善哉！如是，善男子！
2.6	如來善護念諸菩薩摩訶薩，無上利益故；善付囑諸菩薩摩訶薩，無上教故。須菩提！
2.7	是故汝今一心諦聽，恭敬，善思念之。我今當為汝說。如菩薩發菩提心，行菩薩乘，如是應住，如是修行，如是發心。」
2.8	須菩提言：「唯然，世尊！」
3.1	佛告須菩提：「須菩提！善男子、善女人，發菩提心，行菩薩乘，應如是發心：
3.2	『所有一切眾生類攝，若卵生、若胎生、若濕生、若化生，若有色、若無色，若有想、若無想，若非有想、若非無想，乃至眾生界，及假名說。如是眾生，我皆安置於無餘涅槃。』
3.3	如是涅槃無量眾生已，無一眾生被涅槃者。
3.4	何以故？須菩提！若菩薩有眾生想，即不應說名為菩薩。
3.5	何以故？須菩提！一切菩薩，無我想、眾生想、壽者想、受者想。
4.1	「復次，須菩提！菩薩不著己類而行布施，不著所餘行於布施，
4.2	不著色、聲、香、味、觸、法應行布施。
4.3	須菩提！菩薩應如是行施，不著相想。
4.4	何以故？須菩提！若菩薩無執著心行於布施，是福德聚不可數量。
4.5	「須菩提！汝意云何？東方虛空可數量不？」
4.6	須菩提言：「不可，世尊！」
4.7	佛言：「如是，須菩提！南西北方，四維上下，十方虛空，可數量不？」
4.8	須菩提言：「不可，世尊！」
4.9	佛言：「如是，須菩提！若菩薩無執著心行於布施，是福德聚亦復如是不可數量。
4.10	(缺譯)
5.1	「須菩提！汝意云何？可以身相勝德見如來不？」
5.2	「不能，世尊！何以故？如來所說身相勝德，非相勝德。」
5.3	「何以故？須菩提！凡所有相，皆是虛妄。無所有相，即是真實。由相無相，應見如來。」如是說已。
5.4	淨命須菩提白佛言：
5.5	「世尊！於今現時及未來世，頗有菩薩聽聞正說如是等相此經章句，生實想不？」
6.1	佛告須菩提：「
6.2	莫作是說：『於今現時及未來世，頗有菩薩聽聞正說如是等相此經章句，生實想不？』
6.3	何以故？須菩提！於未來世，實有眾生，得聞此經，能生實想。
6.4	「復次，須菩提！於未來世，後五百歲，正法滅時，有諸菩薩摩訶薩，持戒修福及有智慧。
6.5	（缺譯）
6.6	須菩提！是諸菩薩摩訶薩，非事一佛，非於一佛種諸善根，
6.7	已事無量百千諸佛，已於無量百千佛所而種善根。
6.8	若有善男子、善女人，聽聞正說如是等相此經章句，乃至一念生實信者。
6.9	須菩提！如來悉知是人，悉見是人。「須菩提！是善男子、善女人，生長無量福德之聚！
6.10	何以故？須菩提！是諸菩薩無復我想、眾生想、壽者想、受者想。
6.11	是諸菩薩無法想非無法想，無想非無想。
6.12	何以故？須菩提！是諸菩薩若有法想，即是我執，及眾生、壽者、受者執。
6.13	(缺譯)
6.14	須菩提！是故菩薩不應取法，不應取非法。
6.15	為如是義故，如來說：『若觀行人，解筏喻經，法尚應捨，何況非法。』」
7.1	復次，佛告淨命須菩提：
7.2	「須菩提！汝意云何？如來得阿耨多羅三藐三菩提耶？如來有所說法耶？」
7.3	須菩提言：「如我解佛說義，無所有法如來所得，名阿耨多羅三藐三菩提；亦無有法如來所說。
7.4	何以故？是法如來所說，不可取，不可言；非法，非非法。
7.5	何以故？一切聖人皆以無為真如所顯現故。」
8.1	「須菩提！汝意云何？以三千大千世界遍滿七寶，若人持用布施，是善男子、善女人，因此布施生福多不？」
8.2	須菩提言：「甚多，世尊！甚多，修伽陀！是善男子、善女人，因此布施，得福甚多。
8.3	何以故？世尊！此福德聚，即非福德聚，是故如來說福德聚。」
8.4	佛言：「須菩提！若善男子、善女人，以三千大千世界遍滿七寶，持用布施。
8.5	若復有人，從此經中受四句偈，為他正說，顯示其義。此人以是因緣，所生福德，最多於彼無量無數。
8.6	何以故？須菩提！如來無上菩提，從此福成。諸佛世尊，從此福生。
8.7	何以故？須菩提！所言佛法者，即非佛法，是名佛法。
9.1	「須菩提！汝意云何？須陀洹能作是念：『我得須陀洹果。』不？」
9.2	須菩提言：「不能，世尊！何以故？世尊！實無所有能至於流，故說須陀洹。乃至色、聲、香、味、觸、法亦復如是，故名須陀洹。
9.3	「斯陀含名一往來，實無所有能至往來，是名斯陀含。「阿那含名為不來，實無所有能至不來，是名阿那含。」
9.8	佛言：「須菩提！汝意云何？阿羅漢能作是念：『我得阿羅漢果。』不？」
9.9	須菩提言：「不能，世尊！何以故！實無所有名阿羅漢。世尊！若阿羅漢作是念：『我得阿羅漢果。』此念即是我執、眾生執、壽者執、受者執。
9.10	世尊！如來阿羅訶三藐三佛陀讚我，住無諍三昧人中最為第一。世尊！我今已得阿羅漢，離三有欲。世尊！我亦不作是念：『我是阿羅漢。』
9.11	世尊！我若有是念：『我已得阿羅漢果。』如來則應不授我記：『住無諍三昧人中，須菩提善男子最為第一。』實無所住，住於無諍、住於無諍。」
10.1	佛告須菩提：「汝意云何？昔從然燈如來阿羅訶三藐三佛陀所，頗有一法，如來所取不？」
10.2	須菩提言：「不取，世尊！實無有法，昔從然燈如來阿羅訶三藐三佛陀所，如來所取。」
10.3	佛告須菩提：「若有菩薩作如是言：『我當莊嚴清淨佛土。』而此菩薩說虛妄言。
10.4	何以故？須菩提！莊嚴佛土者，如來說非莊嚴，是故莊嚴清淨佛土。
10.5	須菩提！是故菩薩應生如是無住著心，不住色、聲、香、味、觸、法生心，應無所住而生其心。
10.6	「須菩提！譬如有人體相勝大，如須彌山。須菩提！汝意云何？如是體相為勝大不？」
10.7	須菩提言：「甚大，世尊！何以故？如來說非有，名為有身，此非是有，故說有身。」
11.1	佛告須菩提：「汝意云何？於恒伽所有諸沙，如其沙數所有恒伽，諸恒伽沙寧為多不？」
11.2	須菩提言：「甚多，世尊！但諸恒伽，尚多無數，何況其沙。」
11.3	佛言：「須菩提！我今覺汝，我今示汝。諸恒伽中所有沙數爾許世界，若有善男子、善女人，以七寶遍滿，持施如來應供正遍覺知。須菩提！汝意云何？此人以是因緣，得福多不？」
11.4	須菩提言：「甚多，世尊！甚多，修伽陀！此人以是因緣，生福甚多。」
11.5	「須菩提！若善男子、善女人，以七寶遍滿爾所恒伽沙世界，持用布施。若善男子、善女人，從此經典乃至四句偈等，恭敬受持，為他正說。是人所生福德，最勝於彼無量無數！
12.1	「復次，須菩提！隨所在處，若有人能從是經典，乃至四句偈等，讀誦講說。當知此處，於世間中即成支提，一切人、天、阿修羅等，皆應恭敬。
12.2	何況有人盡能受持讀誦如此經典。
12.3	當知是人，則與無上希有之法而共相應。是土地處，大師在中，或隨有一可尊重人。」
13.1	佛說是已。淨命須菩提白佛言：「世尊！如是經典，名號云何？我等云何奉持？」
13.2	佛告須菩提：「此經名『般若波羅蜜』。以是名字，汝當奉持。何以故？須菩提！是般若波羅蜜，如來說非般若波羅蜜。
13.3	須菩提！汝意云何？頗有一法一佛說不？」
13.4	須菩提言：「無有，世尊！無有一法一如來說。」
13.5	佛告須菩提：「三千大千世界所有微塵，是為多不？」
13.6	須菩提言：「此世界微塵，甚多，世尊！甚多，修伽陀！
13.7	何以故？世尊！此諸微塵，如來說非微塵，故名微塵。此諸世界，如來說非世界，故說世界。」
13.8	佛告須菩提：「汝意云何？可以三十二大人相見如來不？」
13.9	須菩提言：「不可，世尊！何以故？此三十二大人相，如來說非相，故說三十二大人相。」
13.10	佛告須菩提：「若有善男子、善女人，如諸恒河所有沙數，如是沙等身命捨以布施。若有善男子、善女人，從此經典，乃至四句偈等，恭敬受持，為他正說。此人以是因緣，生福多彼無量無數。」
14.1	爾時淨命須菩提，由法利疾，即便悲泣。收淚而言：
14.2	「希有！世尊！希有！修伽陀！如此經典如來所說，我從昔來至得聖慧，未曾聞說如是經典。
14.3	何以故？世尊說般若波羅蜜，即非般若波羅蜜，故說般若波羅蜜。世尊！當知是人，則與無上希有之法而共相應，聞說經時，能生實想。世尊！是實想者，實非有想，是故如來說名實想、說名實想。
14.4	世尊！此事於我非為希有。正說經時，我生信解。世尊！於未來世，若有眾生恭敬受持，為他正說，當知是人，則與無上希有之法而共相應。
14.5	世尊！此人無復我想、眾生想、壽者想、受者想。
14.6	何以故？我想、眾生想、壽者想、受者想，即是非想。
14.7	何以故？諸佛世尊，解脫諸想盡無餘故。」說是言已。佛告須菩提：
14.8	「如是，須菩提！如是。當知是人，則與無上希有之法而共相應。是人聞說此經，不驚不怖不畏。
14.9	何以故？須菩提！此法如來所說，是第一波羅蜜。此波羅蜜，如來所說，無量諸佛亦如是說，是故說名第一波羅蜜。
14.10	「復次，須菩提！如來忍辱波羅蜜，即非波羅蜜。
14.11	何以故？須菩提！昔時我為迦陵伽王斬斫身體，骨肉雖碎。我於爾時，無有我想、眾生想、壽者想、受者想，無想非無想。
14.12	何以故？須菩提！我於爾時，若有我想、眾生想、壽者想、受者想，是時則應生瞋恨想。
14.13	須菩提！我憶過去五百生，作大僊人，名曰說忍。於爾所生中，心無我想、眾生想、壽者想、受者想。
14.14	是故須菩提！菩薩摩訶薩捨離一切想，於無上菩提應發起心，不應生住色心，不應生住聲、香、味、觸心，不應生住法心，不應生住非法心，不應生有所住心。
14.15	何以故？若心有住，則為非住。故如來說：『菩薩無所住心應行布施。』
14.16	復次，須菩提！菩薩應如是行施，為利益一切眾生。
14.17	此眾生想，即是非想。如是一切眾生，如來說即非眾生。何以故？諸佛世尊遠離一切想故。
14.18	「須菩提！如來說實、說諦、說如、說非虛妄。
14.19	復次，須菩提！是法如來所覺，是法如來所說，是法非實非虛。
14.20	「須菩提！譬如有人，在於盲暗，如是當知菩薩墮相，行墮相施。
14.21	須菩提！如人有目，夜已曉，晝日光照，見種種色，如是當知菩薩不墮於相，行無相施。
14.22	「復次，須菩提！於未來世，若有善男子、善女人，受持讀誦修行，為他正說如是經典，如來悉知是人，悉見是人，生長無量福德之聚。
15.1	「復次，須菩提！若有善男子、善女人，於日前分布施身命，如上所說諸河沙數；於日中分布施身命，於日後分布施身命，皆如上說諸河沙數。如是無量百千萬億劫，以身命布施。
15.2	若復有人，聞此經典，不起誹謗，以是因緣，生福多彼無數無量。何況有人書寫受持讀誦，教他修行，為人廣說。
15.3	「復次，須菩提！如是經典不可思量，無能與等。
15.4	如來但為憐愍利益能行無上乘，及行無等乘人說。
15.5	若復有人，於未來世，受持讀誦，教他修行，正說是經。如來悉知是人，悉見是人，
15.6	與無數無量不可思議無等福聚而共相應。如是等人，由我身分，則能荷負無上菩提。
15.7	何以故？須菩提！如是經典，若下願樂人，及我見、眾生見、壽者見、受者見，如此等人，能聽能修讀誦教他正說，無有是處。
15.8	復次，須菩提！隨所在處，顯說此經，一切世間天人阿修羅等，皆應供養，作禮右遶。當知此處，於世間中即成支提。
16.1	「須菩提！若有善男子、善女人，受持讀誦教他修行，正說如是等經。此人現身受輕賤等。
16.2	過去世中所造惡業，應感生後惡道果報。以於現身受輕苦故，先世罪業及苦果報，則為消滅，當得阿耨多羅三藐三菩提。
16.3	「須菩提！我憶往昔無數無量過於算數大劫，過去然燈如來阿羅訶三藐三佛陀後八萬四千百千俱胝諸佛如來已成佛竟，我皆承事供養恭敬，無空過者。
16.4	若復有人，於後末世五百歲時，受持讀誦，教他修行，正說此經。
16.5	須菩提！此人所生福德之聚，以我往昔承事供養諸佛如來所得功德，比此功德，百分不及一，千萬億分不及一，窮於算數不及其一，乃至威力品類相應譬喻所不能及。
16.6	「須菩提！若善男子、善女人，於後末世，受持讀誦如此等經，所得功德，我若具說，若有善男子、善女人，諦聽憶持爾所福聚，或心迷亂及以顛狂。
16.7	復次，須菩提！如是經典不可思議，若人修行及得果報，亦不可思議。」
17.1	爾時須菩提白佛言：「世尊！善男子、善女人，發阿耨多羅三藐三菩提心，行菩薩乘，云何應住？云何修行？云何發起菩薩心？」
17.2	佛告須菩提：「善男子、善女人，發阿耨多羅三藐三菩提心者，當生如是心：『我應安置一切眾生，令入無餘涅槃。如是般涅槃無量眾生已，無一眾生被涅槃者。』
17.3	何以故？須菩提！若菩薩有眾生想，則不應說名為菩薩。
17.4	何以故？須菩提！實無有法，名為能行菩薩上乘。
17.5	「須菩提！汝意云何？於然燈佛所，頗有一法如來所得，名阿耨多羅三藐三菩提不？」
17.6	須菩提言：「不得，世尊！於然燈佛所，無有一法如來所得，名阿耨多羅三藐三菩提。」
17.7	佛言：「如是，須菩提！如是。於然燈佛所，無有一法如來所得，名阿耨多羅三藐三菩提。
